fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,updated_at,owner_type_code,federal_agency_id,federal_agency_name,open_date,hydrogen_status_link,ng_vehicle_class,lpg_primary,e85_blender_pump,ev_connector_types,country,hydrogen_is_retail,access_code,access_detail_code,federal_agency_code
ELEC,Galesburg Nissan,2080 N Henderson St,,Galesburg,IL,61401,,309-342-4121,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,GPS,40.973058,-90.383695,2017-08-02,46823,2018-02-06 21:00:03 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Galesburg Nissan,2080 N Henderson St,,Galesburg,IL,61401,,309-342-4121,E,,Private,,,,,,,1,,,,,GPS,40.973058,-90.383695,2017-08-02,46824,2018-02-06 21:00:03 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,KANE COUNTY,100 S 3rd St,KANE COURTHOUSE; Located just behind courthouse just off James St.,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8865229,-88.3092395,2018-05-09,46825,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.904021,-88.068043,2017-08-02,46826,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Private,,,,,,,1,,,,,200-9,41.904021,-88.068043,2017-08-02,46827,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Gerald Nissan of North Aurora,213 Hansen Blvd,,North Aurora,IL,60542,,630-907-0800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,41.798401,-88.37177,2017-08-02,46832,2018-03-06 01:24:07 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Gerald Nissan of North Aurora,213 Hansen Blvd,,North Aurora,IL,60542,,630-907-0800,E,,Private,,,,,,,1,,,,,200-9,41.798401,-88.37177,2017-08-02,46833,2018-03-06 01:24:07 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Auffenberg Nissan,1690 New Car Dr,,O'Fallon,IL,62269,,618-624-2277,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,38.596106,-89.956489,2017-08-02,46834,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Auffenberg Nissan,1690 New Car Dr,,O'Fallon,IL,62269,,618-624-2277,E,,Private,,,,,,,1,,,,,200-9,38.596106,-89.956489,2017-08-02,46835,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Nissan of St Charles,2535 E Main St,,St. Charles,IL,60174,,630-584-3900,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.920486,-88.284011,2017-08-02,46837,2018-03-06 01:34:31 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Nissan of St Charles,2535 E Main St,,St. Charles,IL,60174,,630-584-3900,E,,Private,,,,,,,1,,,,,200-9,41.920486,-88.284011,2017-08-02,46838,2018-03-06 01:34:31 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Illinois Institute of Technology,3201 S State St,Located in visitor lot A4. Northeast Corner of 32nd and State Street,Chicago,IL,60616,,312-567-8968,E,,Public,24 hours daily,,,,,,6,1,,,,GPS,41.83545303,-87.62598419,2018-01-04,46990,2018-02-06 21:00:03 UTC,P,,,2012-03-16,,,,,CHADEMO J1772,US,,public,,
ELEC,Advocate BroMenn Medical Center,610 W Virginia Ave,University and Virginia. Chargers located on the skywalk level (level 2) of the MedPark 6 parking garage. One has an accessible space.,Normal,IL,61761,,309-454-1400,E,,Public,24 hours daily; see front desk to access,,,,,,3,,,,,200-8,40.49813,-88.991628,2018-01-04,46994,2018-03-06 01:52:39 UTC,P,,,2012-05-26,,,,,J1772,US,,public,,
ELEC,Martin Nissan,5240 Golf Rd,,Skokie,IL,60077,,847-965-3460,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,42.055712,-87.757895,2017-08-02,47133,2018-03-06 01:34:31 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Martin Nissan,5240 Golf Rd,,Skokie,IL,60077,,847-965-3460,E,,Private,,,,,,,1,,,,,200-9,42.055712,-87.757895,2017-08-02,47134,2018-03-06 01:34:31 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Nissan of South Holland,16269 Van Dam Rd,,South Holland,IL,60473,,708-333-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.598505,-87.5824,2017-08-02,47135,2018-03-06 01:35:32 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Nissan of South Holland,16269 Van Dam Rd,,South Holland,IL,60473,,708-333-2000,E,,Private,,,,,,,1,,,,,200-9,41.598505,-87.5824,2017-08-02,47136,2018-03-06 01:35:32 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Green Nissan,4801 W Wabash Ave,,Springfield,IL,62711,,217-787-7620,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,39.757002,-89.740821,2017-08-02,47137,2018-03-06 01:36:46 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Green Nissan,4801 W Wabash Ave,,Springfield,IL,62711,,217-787-7620,E,,Private,,,,,,,1,,,,,200-9,39.757002,-89.740821,2017-08-02,47138,2018-03-06 01:36:46 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Woodfield Nissan,700 W Higgins Rd,,Hoffman Estates,IL,60169,,847-310-1900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,GPS,42.050042,-88.099433,2017-08-02,47195,2018-02-06 21:00:03 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Woodfield Nissan,700 W Higgins Rd,,Hoffman Estates,IL,60169,,847-310-1900,E,,Private,,,,,,,1,,,,,GPS,42.050042,-88.099433,2017-08-02,47196,2018-02-06 21:00:03 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Thomas Nissan of Joilet,1421 N Larkin Ave,,Joliet,IL,60435,,815-741-5353,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.548858,-88.12682,2017-08-02,47197,2018-03-06 01:35:37 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Thomas Nissan of Joilet,1421 N Larkin Ave,,Joliet,IL,60435,,815-741-5353,E,,Private,,,,,,,1,,,,,200-9,41.548858,-88.12682,2017-08-02,47198,2018-03-06 01:35:37 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Liberty Nissan,920 S Milwaukee Ave,,Libertyville,IL,60048,,847-680-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,42.271355,-87.949478,2017-08-02,47199,2018-03-06 01:07:02 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Liberty Nissan,920 S Milwaukee Ave,,Libertyville,IL,60048,,847-680-8000,E,,Private,,,,,,,1,,,,,200-9,42.271355,-87.949478,2017-08-02,47200,2018-03-06 01:07:02 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Anderson Nissan,6555 E State St,,Rockford,IL,61108,,815-633-3460,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.267854,-88.98865,2017-08-02,47201,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Anderson Nissan,6555 E State St,,Rockford,IL,61108,,815-633-3460,E,,Private,,,,,,,1,,,,,200-8,42.267854,-88.98865,2017-08-02,47202,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Nissan of Marian,3209 Banterra Dr,,Marion,IL,62959,,618-993-5000,E,,Private,,,,,,,1,,,,,200-9,37.74626,-88.985731,2017-08-02,47204,2018-03-06 01:38:34 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Hawkinson Nissan,5513 Miller Circle Dr,,Matteson,IL,60443,,708-720-4800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.505031,-87.748285,2017-08-02,47205,2018-03-06 01:35:35 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Hawkinson Nissan,5513 Miller Circle Dr,,Matteson,IL,60443,,708-720-4800,E,,Private,,,,,,,1,,,,,200-9,41.505031,-87.748285,2017-08-02,47206,2018-03-06 01:35:35 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,KC Summers Nissan,2404 Lake Land Blvd,,Mattoon,IL,61938,,217-235-4136,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,39.459697,-88.376824,2017-08-02,47207,2018-03-06 01:35:38 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,KC Summers Nissan,2404 Lake Land Blvd,,Mattoon,IL,61938,,217-235-4136,E,,Private,,,,,,,1,,,,,200-9,39.459697,-88.376824,2017-08-02,47208,2018-03-06 01:35:38 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Al Piemonte Nissan,1600 W North Ave,,Melrose Park,IL,60160,,708-343-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,41.907344,-87.854085,2017-08-02,47209,2018-03-06 01:34:33 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Al Piemonte Nissan,1600 W North Ave,,Melrose Park,IL,60160,,708-343-3800,E,,Private,,,,,,,1,,,,,200-9,41.907344,-87.854085,2017-08-02,47210,2018-03-06 01:34:33 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Courtesy Car City,2301 39th Ave,,Moline,IL,61265,,309-764-6700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.473755,-90.504579,2017-08-02,47211,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Courtesy Car City,2301 39th Ave,,Moline,IL,61265,,309-764-6700,E,,Private,,,,,,,1,,,,,200-9,41.473755,-90.504579,2017-08-02,47212,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Gerald Nissan,1575 W Ogden Ave,,Naperville,IL,60540,,630-355-3337,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,41.766972,-88.187306,2017-08-02,47213,2018-03-06 00:50:10 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Gerald Nissan,1575 W Ogden Ave,,Naperville,IL,60540,,630-355-3337,E,,Private,,,,,,,1,,,,,200-9,41.766972,-88.187306,2017-08-02,47214,2018-03-06 00:50:10 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Star Nissan,5757 W Touhy Ave,,Niles,IL,60714,,847-647-1555,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-9,42.01155,-87.771151,2017-08-02,47215,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Star Nissan,5757 W Touhy Ave,,Niles,IL,60714,,847-647-1555,E,,Private,,,,,,,1,,,,,200-9,42.01155,-87.771151,2017-08-02,47216,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Kelly Nissan,4300 W 95th St,,Oak Lawn,IL,60453,,708-499-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.720728,-87.728594,2017-08-02,47217,2018-03-06 01:37:33 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Kelly Nissan,4300 W 95th St,,Oak Lawn,IL,60453,,708-499-1000,E,,Private,,,,,,,1,,,,,200-9,41.720728,-87.728594,2017-08-02,47218,2018-03-06 01:37:33 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Orland Park Nissan,8550 W 159th St,,Orland Park,IL,60462,,708-403-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.602458,-87.827796,2017-08-02,47219,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Orland Park Nissan,8550 W 159th St,,Orland Park,IL,60462,,708-403-1300,E,,Private,,,,,,,1,,,,,200-9,41.602458,-87.827796,2017-08-02,47220,2018-03-06 01:37:34 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Uftring Nissan,7400 N Allen Rd,,Peoria,IL,61614,,309-690-6200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,40.777601,-89.630469,2017-08-02,47221,2018-03-06 01:35:34 UTC,P,,,2012-01-31,,,,,J1772,US,,public,CALL,
ELEC,Uftring Nissan,7400 N Allen Rd,,Peoria,IL,61614,,309-690-6200,E,,Private,,,,,,,1,,,,,200-9,40.777601,-89.630469,2017-08-02,47222,2018-03-06 01:35:34 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,JP Motors,3675 Frontage Rd,,Peru,IL,61354,,815-223-7000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,41.352942,-89.124734,2017-08-02,47223,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,JP Motors,3675 Frontage Rd,,Peru,IL,61354,,815-223-7000,E,,Private,,,,,,,1,,,,,200-8,41.352942,-89.124734,2017-08-02,47224,2018-03-06 01:34:32 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,Autocenters Nissan,1825 E Edwardsville Rd,,Wood River,IL,62095,,618-251-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,38.857818,-90.067243,2018-01-04,47225,2018-03-06 01:54:20 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,public,CALL,
ELEC,Autocenters Nissan,1825 E Edwardsville Rd,,Wood River,IL,62095,,618-251-3000,E,,Private,,,,,,,2,,,,,200-8,38.857818,-90.067243,2018-01-04,47226,2018-03-06 01:54:20 UTC,P,,,2012-01-31,,,,,J1772,US,,private,,
ELEC,FRANKLIN PARK,3148 Rose St.,"METRA LOT 1; FREE PARKING FOR EV DRIVERS! Station located in Metra Lot. 
METRA LOT 2; FREE PARKING FOR EVS! Station located in Metra lot.",Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.936592,-87.866382,2018-05-09,47455,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,FRANKLIN PARK,9500 Belmont Ave.,"VILLAGE HALL 1; Free Parking for EV's from the Village of Franklin Park
VILLAGE HALL 2; Free Parking for EVs from the Village of Franklin Park",Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.937039,-87.863381,2018-05-09,47456,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,WELCOME2 DWIGHT,400-598 W Waupansie St,DWIGHT  IL; Just N of the bldg located on the NE corner of 66 &amp; 17,Dwight,IL,60420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.0961647,-88.4386978,2018-05-09,48054,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,WHEELING,33-99 S Wheeling Rd,"METRA WEST LOT1; NW corner of Wheeling Rd. and Town St.  Stalls #509 & 511
METRA WEST LOT2; NW corner of Wheeling Rd. & Town St. Parking Stall #509 5111",Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.138392,-87.930281,2018-05-09,48056,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,EARTH FRIENDLY,111 S Rohlwing Rd,STATION #1; -,Addison,IL,60101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9250526,-88.0309753,2018-05-09,49023,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Court Street Ford,558 William Latham Sr Dr,,Bourbonnais,IL,60914,,815-939-9600,E,,Public,Dealership business hours,,,,,,1,,,,,200-9,41.161712,-87.885377,2018-01-04,49170,2018-03-06 01:51:34 UTC,P,,,2016-10-26,,,,,J1772,US,,public,,
ELEC,Vision Care Associates,4933 Benchmark Centre Dr,,Swansea,IL,62226,,618-628-3939,E,,Public,One station open 24 hours daily  one open during office business hours only,,,,,,2,,,,,200-9,38.571138,-89.96433,2018-01-04,49171,2018-03-06 00:57:10 UTC,P,,,2012-09-12,,,,,J1772,US,,public,,
ELEC,Lang's Auto Service,4947 Main St,Station is located behind the building,Downers Grove,IL,60515,,630-968-4626,E,,Public - Call ahead,24 hours daily; limited access from 7am-5pm M-F,,,,,,2,,,,,200-9,41.796821,-88.010142,2017-11-02,49660,2018-03-06 01:08:37 UTC,P,,,2012-11-08,,,,,J1772 TESLA,US,,public,CALL,
ELEC,CRESCENT LOT,505 Crescent Blvd,GLEN ELLYN; Located in the SE corner of the parking lot at Glenwood and Crescent,Glen Ellyn,IL,60137,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876297,-88.0673904,2018-05-09,49661,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Prairie Trail School,13600 W Wadsworth Rd,,Wadsworth,IL,60083,,847-623-4333,E,,Public,24 hours daily,,,,,,1,,,,,200-9,42.432421,-87.896197,2018-01-04,50078,2018-03-06 01:51:03 UTC,P,,,2012-11-27,,,,,J1772,US,,public,,
ELEC,Alton City Hall,101 E 3rd St,,Alton,IL,62002,,618-463-3500,E,,Public,24 hours daily,,,,,,1,,,,,200-9,38.890647,-90.183944,2018-01-04,50464,2018-03-06 01:55:14 UTC,LG,,,2010-06-01,,,,,J1772,US,,public,,
ELEC,KOHLS,2910 Finley Rd,066DOWNERSGROVE; EV Charging for Kohl's Customers Only - 4 hour Max,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8361992,-88.0262566,2018-05-09,50465,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,CARCHARGING,9595 Grand Ave,WALGREENS #6462; Charging station is located on the right side of the store entrance.,Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9291954,-87.8643341,2018-05-09,50466,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Libertyville Mitsubishi,1119 S Milwaukee Ave,Located on north side of the building,Libertyville,IL,60048,,847-816-6660,E,,Public,Dealership business hours; for customer use only,,,,,,2,,,,,200-9,42.26795,-87.950908,2018-01-04,50467,2018-03-06 01:29:22 UTC,P,,,2012-12-15,,,,,J1772,US,,public,,
ELEC,JOHN A LOGAN,Vicksburg Dr,PARKING LOT B; Parking Lot B south of the vocational building,Carterville,IL,62918,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7511101,-89.0892487,2018-05-09,50470,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,INTERPARK,30 W Monroe St,INLAND STEEL; Enterance on Dearborn with valet parking.,Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880724,-87.6291006,2018-05-09,50471,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,TECH CENTER S-1,1980-2002 US-136,TECH CENTER SOU,Danville,IL,61832,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.1314245,-87.5912682,2018-05-09,50474,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,HARPER COLLEGE,1200 W Algonquin Rd,LOT 14 UNIT 1-2; Located in parking lot 14 #1 and #2 on the NW corner near the Wojcik Conference Center,Palatine,IL,60067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0825418,-88.0740989,2018-05-09,50475,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,TRITON,2000 5th Ave,"BUILDING M; -
TRITON BLDG B
TRITON BLDG E
TRITON BLDG RC
TRITON BLDG T",River Grove,IL,60171,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.914391,-87.840442,2018-05-09,50477,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,KOHLS,7500 W 191st St,1182TINLEY PARK; EV Charging for Kohl's Customers Only - 4 hour Max,Tinley Park,IL,60477,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.5500988,-87.7977326,2018-05-09,50478,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,KOHLS,235 N Milwaukee Ave,112VERNON HILLS; EV Charging for Kohl's Customers Only - 4 hour Max,Vernon Hills,IL,60061,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.2313088,-87.940025,2018-05-09,50479,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,SW IL COLLEGE,2500 Carlyle Avenue,"STATION #1; Located on the SWIC Campus  near the Campus Starbucks!
STATION #2; Located on the SWIC Campus  near the Campus Starbucks!
STATION #3; Liberal Arts Parking L1 - Public Access",Belleville,IL,62221,,888-758-4389,E,,Public,24 hours daily,,,,,1,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.518534,-89.926405,2018-05-09,50666,2018-05-09 08:50:39 UTC,,,,,,,,,J1772 NEMA520,US,,public,,
ELEC,City of Bloomington - Lincoln Parking Deck,105 E Front,Corner East Street (Route 51  north) and Front Street,Bloomington,IL,61701,,309-434-2220,E,,Public,24 hours daily; pay lot,,,,,,2,,,,,200-8,40.478713,-88.993554,2017-11-02,51267,2018-03-06 01:08:58 UTC,P,,,2012-11-01,,,,,J1772,US,,public,,
ELEC,Roberts Motors,4350 N Alby St,,Alton,IL,62002,,618-466-7220,E,,Public,24 hours daily,,,,,,1,,,,,200-9,38.924175,-90.179128,2018-01-04,51747,2018-03-06 01:52:38 UTC,P,,,2013-03-01,,,,,J1772,US,,public,,
ELEC,Vogler Motor Co,1170 E Main St,,Carbondale,IL,62901,,618-457-8135,E,,Public - Call ahead,Dealership business hours; Ford use only,,,,,,1,,,,,200-8,37.730396,-89.19403,2018-01-04,52071,2018-03-06 01:51:05 UTC,P,,,2013-04-01,,,,,J1772,US,,public,CALL,
ELEC,Uptown Station Parking Deck,11 Uptown Cir,I-55 Exit 165; Located adjacent to Uptown Station,Normal,IL,61761,,309-454-9590  877-798-3752,E,,Public,24 hours daily; pay lot,,,,,,5,5,,Tesla,http://www.teslamotors.com/supercharger,GPS,40.508628,-88.984814,2017-11-02,52656,2018-02-06 21:00:03 UTC,P,,,2013-06-01,,,,,CHADEMO J1772 TESLA,US,,public,,
ELEC,Cherryvale Mall - Tesla,7200 Harrison Ave,I-39 Exit 122A,Rockford,IL,61112,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,http://www.teslamotors.com/supercharger,200-8,42.241183,-88.975087,2018-01-04,52907,2018-03-06 01:51:19 UTC,P,,,2013-09-01,,,,,TESLA,US,,public,,
ELEC,FVRC UNIT 1,910 N Gary Ave,CAROL STREAM PK; M-FR 4:30am-11pm  FRI 4:30am-10pm  SAT 5:30am-8pm  SUN 6:30am-7pm,Carol Stream,IL,60188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9280054,-88.1218468,2018-05-09,53088,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,ABT ELECTRONICS,1200 Milwaukee Ave,ABT #1; Front of store next to handicap parking,Glenview,IL,60025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0789033,-87.8631672,2018-05-09,53412,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Lewis & Clark Community College,5800 Godfrey Rd,"One station between Erickson Hall and the Nursing Building in the ""Cabin Lot."" The other station is between Riverbend Arena and the Math Building.",Godfrey,IL,62035,,618-468-2782,E,,Public,24 hours daily; visit security desk after normal business hours to use,,,,,,2,,,,,GPS,38.950131,-90.195222,2017-11-02,53413,2018-02-06 21:00:03 UTC,P,,,2012-07-01,,,,,J1772,US,,public,,
ELEC,CITYHPIL,600 Central Ave,PORT CLINTON SQ; Enter off of Laurel Avenue.  The EV ChargeStation is in the southwest corner,Highland Park,IL,60035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.1848249,-87.799718,2018-05-09,53685,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Peoria Civic Center,201 SW Jefferson St,,Peoria,IL,61602,,309-673-8900,E,,Public,Garage business hours,,,,,,2,,,,,200-9,40.691952,-89.592063,2018-01-04,53686,2018-03-06 00:57:12 UTC,P,,,2013-11-01,,,,,J1772,US,,public,,
ELEC,VILLAGE STATION,8156 Skokie Blvd,SEARLE PARKWAY; -,Skokie,IL,60077,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.0298662,-87.7479383,2018-05-09,53687,2018-05-09 08:50:39 UTC,,,,,,,,,J1772,US,,public,,
ELEC,Court Street Ford,558 William Latham Sr Dr,,Bourbonnais,IL,60914,,815-939-9600,E,,Private,,,,,,,1,,,,,200-9,41.161712,-87.885377,2018-01-04,53855,2018-03-06 01:51:34 UTC,P,,,2012-06-01,,,,,J1772,US,,private,,
ELEC,City of Evanston Municipal Lot #3 - Enterprise,1702 Chicago Ave,,Evanston,IL,60208,,773-269-4028,E,,Private,Enterprise car share use only,,,,,,1,,,,,200-9,42.04806,-87.67926,2016-11-02,53856,2018-03-06 00:29:17 UTC,P,,,2013-12-15,,,,,J1772,US,,private,,
ELEC,City of Evanston Municipal Lot #32 - Enterprise,825 Hinman Ave,,Evanston,IL,60202,,,E,,Private,Enterprise car share use only,,,,,,2,,,,,200-8,42.032575,-87.677496,2016-11-02,53857,2018-03-05 23:53:37 UTC,P,,,2013-12-15,,,,,J1772,US,,private,,
